doccano_id	query	passage	passage_id	label	score
4145	Por que os países Guiana e Suriname não são filiados a Conmebol?	"- Cia. das Índias Ocidentais - Suriname como parte da Concacaf? - independência da Guiana Show this thread potter @lucianopotter · Apr 19 BAGGGGGGÉÉÉÉÉ Quote Tweet BOLA NAS COSTAS @oBolaNasCostas · Apr 19 O @lucianopotter levantou um ponto importante: Vocês perceberam que todo mundo tá conseguindo falar? Aí ele lembrou que o @alexbagereal tá de férias 137 potter @lucianopotter · Apr 19 NOVO EPISÓDIO DO NÓS NA HISTÓRIA: sobre o ☀️ Quote Tweet Tiago @Tiago92735173 · Apr 19 @lucianopotter @arthurdeverdade e @BuenasIdeias o sol é o finado Mr Catra. É muito filho irmão. open.spotify.com/episode/3vKm4M… potter Retweeted Renata Silveira @renatasilveirag · Apr 17 EU NARREI O ÚLTIMO GOL DA CARREIRA DO D’ALESSANDRO! EU NARREI O ÚLTIMO GOL DA CARREIRA DO D’ALESSANDRO! EU NARREI O ÚLTIMO GOL DA CARREIRA DO D’ALESSANDRO! EU NARREI O ÚLTIMO GOL DA CARREIRA DO D’ALESSANDRO! 1,918 3,264 80.5K potter @lucianopotter · Apr 18 Assim era a nudez artística no ano que nasci twitter.com/notableclassic … This Tweet is unavailable. 56 potter @lucianopotter · Apr 17 Barbada, preguiçosos. Quote Tweet Fantasma de Kyiv ❁ @LIROMONT · Apr 16 1:38 1M views 22 213 potter @lucianopotter · Apr 15 ""Se você é burro, cerque-se de pessoas inteligentes. Se você for inteligente, cerque-se de pessoas inteligentes que discordam de você."" Isaac Jaffee 667"	clueweb22-pt0000-69-19918_4	Irrelevant	0
4146	Por que os países Guiana e Suriname não são filiados a Conmebol?	Confederação de Futebol da América do Norte, Central e Caribe – Wikipédia, a enciclopédia livre [ocultar] 71 línguas Confederação de Futebol da América do Norte, Central e Caribe Origem: Wikipédia, a enciclopédia livre. Confederação de Futebol da América do Norte, Central e Caribe (CONCACAF) Confederação de Futebol da América do Norte, Central e Caribe Tipo Desportiva Fundação 1961 Sede Miami, Estados Unidos Filiação FIFA Presidente Victor Montagliani Sítio oficial Site Oficial CONCACAF (Co nfederation of N orth, C entral A merican and C aribbean A ssociation F ootball, Confederação de Futebol da América do Norte, Central e Caribe(português brasileiro) ou Caraíbas(português europeu)), é o órgão que governa o futebol continental na América do Norte, América Central e o Caribe. Três entidades da América do Sul, as nações independentes da Guiana e Suriname, e a Guiana Francesa, também são membros. A CONCACAF foi fundada na sua presente forma em 1961 e é uma das seis confederações aliadas à FIFA. São suas funções primárias organizar competições para seleções e clubes e conduzir as Eliminatórias. Logo da Concacaf até 2018. Índice 1 Países membros 1.1 Zona norte-americana (NAFU) - 3 1.2 Zona centro-americana (UNCAF) - 7 1.3 Zona caribenha (CFU) - 28 1.4 Zona sul-americana - 3	clueweb22-pt0000-64-15131_0	Highly Relevant	2
4147	Por que os países Guiana e Suriname não são filiados a Conmebol?	"Por que os Brasileiros odeiam ser classificados de latinos? Porque hoje em dia, Latino = Hispânico das Americas. Originalmente, deveria significar também portugueses, italianos, romenos, moldavos, etc. Mas agora, significa apenas isto: Assim como a palavra ""Americano"" passou a significar popularmente uma pessoa dos EUA, a palavra ""latino"" desenvolveu o significado de uma pessoa das Américas que fala espanhol. E no mundo anglo-saxão, passou a significar um mestiço como um mexicano ou hondurenho que fala espanhol e tem um certo rosto pardo. Portanto, um ""irmão latino"" é um termo usado por um falante de espanhol das Américas para outro. O Brasil não se sente Continuar a ler Resposta relacionada Luis Henrique Piovezan , Mestrado Engenharia de produção & Estratégia, Escola De Engenharia De São Carlos - USP (2000) Respondido Há 11 meses · O autor tem 5,9 mil respostas e 550,4 mil visualizações de resposta Por que a Guiana e o Suriname não são considerados parte da América do Sul? Por que eles são excluídos como uma criança maltratada do continente? Não acredito que o idioma seja uma barreira, já que o Brasil fala português. Como assim excluídos? Que mapa ou organização exclui estes países? Veja que a Unasul inclui estas duas repúblicas:"	clueweb22-pt0000-71-19444_22	Irrelevant	0
4148	Por que os países Guiana e Suriname não são filiados a Conmebol?	Os seguintes códigos remetem para os países ou regiões dependentes que não estão associadas com a FIFA. Apesar de serem membros ou membros associados da suas confederações regionais, esses códigos não são regularmente utilizados nas comunicações da FIFA. País Código Confederação Estados Federados da Micronésia FSM OFC Kiribati KIR OFC Niue NIU OFC Marianas Setentrionais NMI AFC Palau PLW OFC São Martinho Francês SMT CONCACAF Códigos obsoletos Os seguintes códigos são obsoletos, porque um país tenha deixado de existir, mudou seu nome, alterou o seu código, ou tornou-se parte de outro país. País Código Aden ADE Guiana Britânica BGU Honduras Britânica BHO Índia Britânica BIN Boêmia BOH Burquina Fasso BUR República Centro-Africana CAF Ceilão CEY CEI CIS Congo-Kinshasa CKN Congo-Brazzaville COB Tchecoslováquia TCH Daomé DAH Índias Orientais Neerlandesas DEI Alemanha Oriental GDR País Código Costa do Ouro GOC Irlanda EIR Antilhas Neerlandesas ANT Países Baixos HOL Novas Hébridas HEB Bornéu do Norte NBO Vietnã do Norte VNO Iêmen do Norte NYE Rodésia do Norte NRH Palestina PAL Rodésia RHO Romênia ROM Sarre SAA Sérvia e Montenegro SCG Siam SIA País Código Rodésia do Sul SRH Vietnã do Sul VSO Iêmen do Sul SYE União Soviética URS Sudão SUD Suriname NGY Tanganica TAA Taiti TAI República Árabe Unida UAR Alto Volta UPV Alemanha Ocidental FRG Samoa Ocidental WSM Iugoslávia YUG Zaire ZAI	clueweb22-pt0000-34-02728_3	Irrelevant	0
4149	Por que os países Guiana e Suriname não são filiados a Conmebol?	"Por que os jogadores brasileiros estão perdendo espaço em Portugal? Rafael Reis REPORTAGEM Por que os jogadores brasileiros estão perdendo espaço em Portugal? Contratado como craque, Everton Cebolinha é hoje reserva do Benfica Imagem: Carlos Rodrigues/Getty Images Rafael Reis 13/11/2021 04h00 Foi-se o tempo que as partidas do Campeonato Português tinham um som ambiente no idioma ""brasileiro"" e eram disputadas por duas equipes que poderiam tranquilamente estar em alguma competição do futebol pentacampeão mundial. Pela terceira temporada consecutiva, caiu a quantidade de jogadores aptos a defender a seleção canarinho na primeira divisão da terra de Cristiano Ronaldo. E agora eles já estão no menor número dos últimos sete anos. Perdeu? A gente mostra de novo Brasil perde 17% do valor e vira 4ª seleção mais cara do mundo; veja top 10 Na Oceania, eliminatórias da Copa do Mundo ainda nem têm data para começar Por que o Brasil não enfrenta Guiana e Suriname nas eliminatórias da Copa? No total, são 120 jogadores brasileiros espalhados pelos 18 clubes que formam a elite lusa. Parece muita gente, certo? Mas, na temporada passada, havia 35 jogadores a mais. E, não muito tempo atrás, lá em 2018/19, eles chegaram a ultrapassar a barreira dos 170."	clueweb22-pt0000-95-12356_0	Irrelevant	0
4150	Por que os países Guiana e Suriname não são filiados a Conmebol?	A competição não contou com representantes da Venezuela (que na época sequer era filiada na CONMEBOL, se filiaria apenas em 1952, e que não teria representantes nas primeiras edições da Copa Libertadores ), da Colômbia (que depois de 1919 organizaria novamente uma competição de clubes apenas em Agosto de 1948, portanto depois do Campeonato Sul-Americano de Campeões, que foi em fevereiro de 1948)[69] e do Paraguai (não há explicação definitiva sobre a razão da ausência de um representante do Paraguai: cogitou-se que a razão seria a Guerra Civil Paraguaia de 1947, que interrompeu e atrasou o Campeonato Paraguaio daquele ano, porém o campeão paraguaio de 1947, o Olimpia, viajou para o Chile em janeiro de 1948, mas para disputar um quadrangular internacional amistoso, não para disputar o Campeonato Sul-Americano de Campeões ).[70] Legado Reconhecimento como precursor da Taça Libertadores Sobre reconhecimento oficial de competições internacionais de futebol de clubes, ver Lista de títulos internacionais de clubes brasileiros de futebol. Após vencer o Campeonato Sul-Americano de Campeões, o Vasco da Gama sempre se considerou o primeiro campeão sul-americano de clubes.	clueweb22-pt0000-36-03246_10	Irrelevant	0
4151	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	As Sete Maravilhas do Mundo moderno foram eleitas por meio de uma votação informal, idealizada por uma organização da Suíça, baseadas em critérios como beleza, complexidade, valor histórico, relevância cultural e significado arquitetônico. A seleção foi feita mundialmente por votos pela internet e por telefone, contando com mais de 100 milhões de participações, que escolheram entre 200 monumentos de várias partes do mundo. O anúncio dos monumentos escolhidos aconteceu no dia sete de julho de 2007, no Estádio da Luz, em Portugal. Além do Cristo Redentor, os outros monumentos que completam a lista das Sete Maravilhas do Mundo Moderno são: – Coliseu de Roma (Itália) – Chichén Itzá (México) – Machu Picchu (Peru) – Muralha da China (China) As Ruínas de Petra (Jordânia) – Taj Mahal (Índia) Como visitar o Cristo Redentor O Cristo está situado no alto do Morro do Corcovado, no Parque Nacional da Tijuca. O monumento é acessível de van, carro, ou um trem, que realiza um tour pela Mata Atlântica até chegar ao topo do morro. O valor do ingresso varia conforme a temporada e pode ser adquirido no site da Paineiras Corcovado.	clueweb22-pt0001-26-08948_3	Perfect	3
4152	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	7 maravilhas do mundo moderno e antigo [resumo] 7 maravilhas do mundo moderno e antigo As 7 maravilhas do mundo são cosnstruções arquitetônicas que desafiaram civilizações há milhares de anos atrás com sua beleza e grandiosidade. 7 maravilhas do mundo moderno e antigo As 7 maravilhas do mundo são o grande fascínio do planeta Terra. Elas são a representação máxima da capacidade humana em conseguir embelezar ainda mais o planeta. São modelos arquitetônicos e artísticos que caracterizam a sociedade como um todo. Seja a que construiu, seja a que emergiu logo depois. As 7 maravilhas do mundo são a história do passado em meio ao presente a ser contada no futuro. As 7 maravilhas do mundo moderno são uma revisão das maravilhas do mundo antigo. Divididas em duas diferentes classes, a sua real semelhança está na beleza e no significado cultural que cada uma possui. Confira as 7 maravilhas do mundo antigo Primeiramente é preciso dar voz ao passado. As 7 maravilhas do mundo antigo representam, inclusive, monumentos que já não existem mais. Contudo, ainda permanecem presentes em relatos e evidências passadas. 1) As pirâmides do Egito (Imagem: Reprodução)	clueweb22-pt0000-84-11335_0	Relevant	1
4153	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	As 7 maravilhas do mundo: quais são as antigas e as modernas História As 7 maravilhas do mundo: quais são as antigas e as modernas Eles foram consideradas os lugares e monumentos mais bonitos e impactantes já existentes. Conheça as 7 maravilhas do mundo antigo e moderno. Fonte: Pinterest Provavelmente, você já ouviu falar sobre as 7 maravilhas do mundo antigo, não é mesmo? Basicamente, elas se tratam de monumentos e construções erguidas há milhares de anos. Certamente eles mereceram esse titulo pela beleza e eficiência mesmo diante de técnicas tão rudimentares. Mas, como você também deve saber, não é só o mundo antigo que conta com suas maravilhas arquitetônicas. Em 2005, por votação online não oficial, foram eleitas as 7 maravilhas do mundo moderno. Aliás, a votação foi organizada pela organização suíça New Open World Corporation. Fonte: Pinterest Inicialmente, a lista da seleção contava com 200 monumentos inscritos, sendo cada um de uma parte do mundo. No entanto, a votação terminou com os 77 mais votados pelo público. Assim, os primeiros 7 monumentos e construções mais votados, então, ficaram conhecidos a partir de então como as 7 maravilhas do mundo moderno.	clueweb22-pt0001-23-03982_0	Perfect	3
4154	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	As Sete Maravilhas do Mundo Moderno - Brasil Escola Disciplinas Especial + Pesquisas Enem Vestibular Educador O que é? Exercícios Monografias Escola Kids Vídeos + Canais Disciplinas Especial + Pesquisas Enem Vestibular Educador O que é? Exercícios Monografias Escola Kids Vídeos + Canais Home Curiosidades As Sete Maravilhas do Mundo Moderno As Sete Maravilhas do Mundo Moderno Em 2007, uma nova lista de obras grandiosas construídas pelo homem foi feita, denominadas agora como as Sete Maravilhas do Mundo Moderno. Ouvir: As Sete Maravilhas do Mundo Moderno 0:00 Imprimir Texto: A+ A- PUBLICIDADE Em 07 de julho de 2007, foram anunciadas no Estádio da Luz, em Lisboa, as Sete Maravilhas do Mundo Moderno, um novo conjunto de obras dignas de serem listadas, como foi feito pelos gregos com as Sete Maravilhas do Mundo Antigo. O objetivo é manter viva na memória a beleza e grandiosidade de obras construídas pelo homem e que merecem ser vistas. Há ainda um interesse turístico para criar esta nova lista, fomentando a visitação destes lugares. Vamos conhecer abaixo as candidatas que foram escolhidas como as Sete Maravilhas do Mundo Moderno. Coliseu (Itália)	clueweb22-pt0001-84-12201_0	Relevant	1
4155	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	A gigante estátua/farol de 30 metros de altura, com 70 toneladas e inteiramente de bronze. Um símbolo de grandeza que acabou no fundo do mar em 225 a.C. devido a um terremoto. 7) Farol de Alexandria (Imagem: Reprodução) O gigante farol tinha a característica de propagar uma luz de chamas por meio de espelhos por até 50 km de distância. A pedido de Ptolomeu, foi construído em 280 a.C., na ilha de Faros. 7 maravilhas do mundo moderno Através de votação aberta pela internet, coordenada pela New Open World Corporation, foram decididas as 7 maravilhas do mundo moderno. Uma revisão informal que não descarta as anteriores. 1) Coliseu (Itália) (Imagem: Reprodução) Símbolo romano, o Coliseu também pode ser chamado de Anfiteatro Flaviano. Palco de várias lutas no passado, é considerado como a grande construção do Império Romano. 2) Chizén Itzá (México) (Imagem: Reprodução) Chizén (ou Chichén) Itzá localiza-se na província de Lucatã. É um antigo templo Maia, que, atualmente, forma um grande complexo arqueológico. 3) Machu Picchu (Peru) (Imagem: Reprodução) Machu Picchu é uma antiga cidade perdida dos Incas. No idioma quíchua, Machu Picchu significa velha montanha. Localizada no topo de uma montanha nos Andes, encontra-se a incríveis 2400 metros de altitude. 4) Cristo Redentor (Brasil)	clueweb22-pt0000-84-11335_2	Highly Relevant	2
4156	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	Até 2007 o mundo contava apenas com uma lista das maravilhas da antiguidade, porém em 2005 uma organização suíça denominada New Open World Corporation (NOWC) idealizou uma revisão, de caráter recreativo, da lista atual original. Assim a nova lista, disposta na internet, poderia ser visualizada e votada pelo público que ajudou a selecionar. A lista que contava com 200 monumentos, foi reduzida a 77 e estes, submetidos a nova seleção e reduzidos por um grupo de arquitetos, a 21 com bases em critérios de beleza, complexidade técnica, valor histórico e cultural, entre outros. A votação online foi uma das maiores já realizadas contando com cerca de cem milhões de votos. Em 07 de julho de 2007, numa cerimônia no Estádio da Luz em Lisboa, Portugal, foram conhecidos os sete primeiros lugares dessa lista. A listagem final conta com os seguintes monumentos: Coliseu de Roma (Itália ), Chichén Itzá (México ), Machu Picchu (Peru ), Cristo Redentor (Brasil), Muralha da China (China), As Ruínas de Petra (Jordânia) e Taj Mahal (Índia ). 1. Coliseu de Roma Coliseu (Roma, Itália). Foto: Viacheslav Lopatin / Shutterstock.com	clueweb22-pt0001-47-15970_1	Perfect	3
4157	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	"Talvez por ter sobrevivido apenas uma das sete maravilhas ""originais"", ou por serem todas elas, de civilizações mediterrânicas, surgiram imitações da lista original. Algumas chegam a misturar obras da natureza com realizações humanas. Maravilhas da Era Medieval A Torre Inclinada de Pisa e o Duomo di Pisa, na Piazza dei Miracoli. A Piazza é um Patrimônio Mundial pela UNESCO[4] e ambos os edifícios são exemplos de arquitetura românica.[5] Stonehenge Coliseu de Roma Catacumbas de Kom el Shoqafa Torre de Porcelana de Nanquim Muralha da China Torre de Pisa Basílica de Santa Sofia Maravilhas modernas As duas mais conhecidas tentativas de se instaurar uma lista de ""7 maravilhas modernas"" foram: Grand Canyon, Arizona, Estados Unidos Ponte Golden Gate, Califórnia, Estados Unidos O site Hillman Wonders elaborou uma lista com as 100 maravilhas do mundo. As sete primeiras foram:[6] Pirâmides do Egito, Egito Muralha da China, na China Taj Mahal, na Índia Serengeti, no norte da Tanzânia e sudoeste do Quénia Galápagos, próximas à costa do Equador Grand Canyon, nos Estados Unidos Machu Picchu, no Peru A Sociedade Americana de Engenheiros Civis chegou a compilar uma lista de maravilhas do mundo moderno, e obteve maior aceitação: Eurotúnel, ligação entre França e Inglaterra Torre CN, no Canadá"	clueweb22-pt0000-39-12595_4	Relevant	1
4158	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	7 Maravilhas do Mundo Moderno | Skyscanner Brasil Blog de viagens, dicas, notícias e inspirações para viajar Noticias Encante-se com as 7 Maravilhas do Mundo Moderno! 17th janeiro 2022 por Skyscanner Encante-se com as 7 Maravilhas do Mundo Moderno! Nosso planeta é repleto de belezas naturais, mas o homem também tem credibilidade quando o assunto é criar obras grandiosas. As 7 Maravilhas do Mundo Moderno foram eleitas como prova disso. Veja agora quais monumentos fazem parte dessa seleção e confira as principais informações para conhecer as mais maravilhosas construções do mundo moderno! Quais são as 7 Maravilhas do Mundo Moderno? Cristo Redentor, Brasil Machu Picchu, Peru Chichén Itzá, México Coliseu, Itália Ruínas de Petra, Jordânia Taj Mahal, Índia Grande Muralha da China Abaixo, você confere as principais informações sobre como chegar e medidas vigentes por conta da pandemia em cada uma das 7 Maravilhas do Mundo Moderno. Veja! Atenção: os países onde ficam as Maravilhas do Mundo Moderno podem estar com entrada restrita para brasileiros. Confira a situação atualizada sobre cada país em nosso mapa de restrições de viagem. A s informações estavam corretas no momento da atualização, dia 17 de janeiro de 2022. 1. Cristo Redentor – Brasil	clueweb22-pt0000-71-15087_0	Relevant	1
4159	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	O Farol de Alexandria foi construído pelo Reino Ptolomaico entre 280 e 247 a.C. A construção possuía entre 120 e 137 metros de altura e era considerada uma das estruturas mais altas do mundo. O farol acabou danificado por diversos terremotos, desaparecendo por completo ao longo dos anos. Em 2015, o Ministério de Estado das Antiguidades do Egito anunciou planos de reconstruir o monumento. 7 maravilhas do mundo moderno Já as 7 maravilhas do Mundo Moderno – também chamadas de Novas 7 Maravilhas do Mundo – foram eleitas por meio de uma pesquisa aberta pela Internet, divulgada em julho de 2007. A ideia foi eleger um novo conjunto de obras dignas a de serem vistas, como havia sido feito pelos gregos no passado. Os vencedores foram apresentados no mesmo ano da votação em uma cerimônia no Estádio da Luz, em Lisboa, Portugal. Descubra quais são eles: 1. Coliseu IStock Localizado em Roma, na Itália, o Coliseu, também conhecido como anfiteatro Flaviano, foi construído no ano de 70. Considerado uma das maiores construções do Império Romano, o local era utilizado como palco das tradicionais lutas entre gladiadores. O espaço permaneceu ativo por mais de 500 anos, tendo seus últimos jogos da história no século VI. Hoje, o destino recebe mais de 6 milhões de turistas por ano.	clueweb22-pt0001-01-14524_4	Highly Relevant	2
4160	quais os critérios de definição dos monumentos intitulados maravilhas do mundo moderno?	O Cristo Redentor, símbolo da Cidade do Rio de Janeiro, foi eleito como uma das 7 Novas Maravilhas do Mundo Moderno, em votação realizada pela internet e por mensagens de celular, organizada pela New 7 Wonders Foundation, da Suiça, entre 21 monumentos participantes de todo o planeta. O cartão postal carioca de 38 metros, teve sua pedra fundamental lançada em 1922 e a inauguração em 12 de outubro de 1931, sendo a única maravilha brasileira, ao lado de importantes outras maravilhas, também eleitas, como a Muralha da China (entre 200 a.C. e 1500 d.C.); o templo helênico de Petra, na Jordânia (9a.C. a 40 d.C.); Machu Pichu, no Peru (século XV); Coliseu de Roma, na Itália (70 d.C. a 82 d.C.); Taj Mahal, na Índia (1630 a 1652) e o templo da civilização maia de Chichén Itzá, no México (435 d.C a 455 d.C.). As Pirâmides de Gizé, no Egito receberam o título de hors-concours, por ser o única maravilha (2500 a.C.), remanescente do mundo antigo.	clueweb22-pt0000-07-07827_38	Highly Relevant	2
4161	Qual a maior torcida de futebol do Brasil?	Maiores torcidas do Brasil: veja o top 10 na atualidade Futebol Maiores torcidas do Brasil: veja o top 10 na atualidade Motivo de discussões eternas, elencar as maiores torcidas do Brasil é sempre uma tarefa extremamente difícil. Todavia, compilamos aqui a pesquisa mais recente do Datafolha para que você tenha uma fonte confiável de consulta. É claro que é praticamente impossível chegar a um nível satisfatório de exatidão, mas o renomado instituto certamente conseguiu realizar cálculos que se aproximam da realidade, levando em consideração a porcentagem total da população brasileira. Flamengo, Corinthians, São Paulo… chegou a hora de conhecer os clube com mais torcedores em solo nacional! Venha com a gente e não deixe de participar nos comentários. Maiores torcidas do Brasil na atualidade Flamengo Corinthians São Paulo Palmeiras Vasco Cruzeiro Grêmio Internacional Santos Atlético Mineiro 10 – Atlético Mineiro Galo é o maior campeão mineiro com 44 títulos Porcentagem da população brasileira: 2% Número aproximado de torcedores: 4,1 milhões Bora começar a lista de trás pra frente? O clube com a décima maior torcida no Brasil é o Atlético Mineiro, com 2% da população brasileira. Isso equivale a aproximadamente 4,1 milhões de fãs na atualidade. Bastante gente, né?	clueweb22-pt0001-34-08522_0	Highly Relevant	2
4162	Qual a maior torcida de futebol do Brasil?	Brasileirão 2021: qual é a maior torcida do Brasil, veja a lista completa | O Futbolero Brasil Série A Série A Brasileirão 2021: qual é a maior torcida do Brasil, veja a lista completa As maiores torcidas do Brasil se concentram entre a região Sul, Sudeste e Nordeste do país Qual é maior tprcida do Brasil? De: Wesley Alencar 26 de Julho 2021 · 13:28 hs Listamos as maiores torcidas do futebol brasileiro acima de 2 milhões de torcedores. Em que posição ficou times como Vasco, Palmeiras, Santos, Grêmio, Cruzeiro, Atlétco-MG, Corinthians, Flamengo e São Paulo? Ad O futebol brasileiro é cheio de grandes clubes e torcidas apaixonadas que, constantemente, discutem para saber qual é a maior ou qual é a mais vibrante, a que mais comparece aos estádios e por aí vai. Mas em levantamento realizado em 2021 perguntou aos torcedores qual era o seu clube de coração e listou aquela que é a maior torcida do Brasil . Aqueles que responderam que não torcem para nenhum clube somam 46,2 milhões de brasileiros, que disseram não se importar por nenhum time – enquanto aqueles que disseram que somente torcem para a Seleção Brasileira somam 4,2 milhões de pessoas. Foto: Feprodução - Torcedores no estádio em jogo do Brasil	clueweb22-pt0000-54-01553_0	Relevant	1
4163	Qual a maior torcida de futebol do Brasil?	Top 10 maiores torcidas da região norte do Brasil Esporte Top 10 maiores torcidas da região norte do Brasil Por Adriano S. Lucas A primeira parte dos estudos que integra a Brand Tracking do Futebol foi divulgada recentemente. Ela faz parte da pesquisa do tamanho das torcidas de futebol em território nacional realizado pela Pluri Stochos. Iremos detalhar o ranking das maiores torcidas do Brasil divulgado no mês de março, dividido por regiões. A pesquisa consultou 21.049 entrevistados nos 27 estados do Brasil entre novembro de 2012 e fevereiro de 2013. A margem de erro é de 0,68%. Somente foram listados os clubes, cuja representatividade é superior a 1%. Top 10 maiores torcidas da região norte do Brasil Rank Clubes Estados Percentual 1° Flamengo RJ 22.5% 2° Corinthians SP 12.0% 3° Vasco RJ 8.2% 4° Paysandu PA 6.9% 5° São Paulo SP 5.3% 6° Remo PA 5.0% 7° Palmeiras SP 3.7% 8° Botafogo RJ 1.9% 9° Fluminense RJ 1.9% 10° Santos SP 1.5% Outros clubes – 3.6% Não torcem para nenhum – 27.5% Fonte: Pluri-Stochos (.pdf). Veja também as torcidas das regiões Centro-Oeste, Nordeste e as 10 maiores torcidas do mundo.	clueweb22-pt0001-85-01832_0	Perfect	3
4164	Qual a maior torcida de futebol do Brasil?	Pesquisa DATATEMPO aponta as maiores torcidas do país; confira – Codó Notícias Pesquisa DATATEMPO aponta as maiores torcidas do país; confira 27/09/2021 Jeferson Abreu O levantamento foi feito entre os dias 9 e 15 de setembro em todo o país e ouviu 2.025 pessoas. O Cruzeiro tem a sexta maior torcida do Brasil, duas posições acima do rival Atlético, segundo pesquisa DATATEMPO publicada neste sábado (25). Das 2.025 pessoas ouvidas entre 9 e 15 de setembro em todo o país, 3,1% responderam que torcem para a Raposa, e o Galo foi citado como o time do coração de 2,5% dos entrevistados. A diferença entre os arquirrivais mineiros está dentro da margem de erro, que é de 2,18 pontos. O nível de confiança é de 95%. O líder nacional no ranking de torcidas é o Flamengo com 16,3% dos fãs, seguido pelos paulistas Corinthians (9%), São Paulo (5,2%) e Palmeiras (5%). O Rio de Janeiro volta a ser representado na quinta colocação pelo Vasco (3,3%). A Raposa vem na sexta colocação com 3,1% dos torcedores, seguida por Grêmio (2,8%), Galo (2,5%), Bahia (2,2%), Internacional (1,5%), Santos (1,4%), Fluminense (1,1%) e Botafogo (0,9%). Outros times foram citados por 10,8% dos entrevistados, e 34,9% afirmaram não torcer por nenhum clube.	clueweb22-pt0001-61-01384_0	Perfect	3
4165	Qual a maior torcida de futebol do Brasil?	Agora quando o negócio é clubes a lista é iniciada pelo Santa Cruz, de Pernambuco, com 2,1 milhões de torcedores, assim como o Vitória, da Bahia, o Fortaleza, o Ceará, o Bahia, o Botafogo, o Sport e o Fluminense . A partir de então adentramos ao top 10 de maiores torcidas do Brasil, começando pelo Atlético Mineiro, com 4,2 milhões de torcedores. Na nona colocação aparece o Internacional 6,3 milhões, ao lado do Santos. O Cruzeiro aparece uma posição acima, na 7ª colocação com 8,4 milhões de torcedores celestes. Ad O Vasco da Gama é o sexto, com os mesmos 8,4 milhões de torcedores, assim como o Grêmio. Na quarta colocação aparece o Palmeiras, com 12,6 milhões de torcedores. O top 3 aberto pelo São Paulo, com 23 milhões de torcedores; o Corinthians é o segundo, com 29,4 milhões de torcedores e quem encabeça a lista é o Flamengo, com 42 milhões de torcedores. Outras 6,3 milhões de pessoas foram ouvidas e disseram que torcem para outras equipes do futebol nacional – cerca de 724 clubes. Os melhores dribles e fintas do Futebol Brasileiro! Pt.1 - 2020 Watch on Ad Wesley Alencar	clueweb22-pt0000-54-01553_1	Perfect	3
4166	Qual a maior torcida de futebol do Brasil?	7. Liverpool (289 pontos) 8. Benfica (287 pontos) 9. Porto (277 pontos) 10. Ajax (266 pontos) Times com as maiores torcidas do Brasil 2019 Como esperado, Flamengo e Corinthians são os times com as maiores torcidas do Brasil, segundo pesquisa divulgada pelo Datafolha em setembro de 2019; confira o ranking: Flamengo: 20% dos brasileiros Corinthians: 14% São Paulo: 8% Palmeiras: 6% Vasco: 4% Cruzeiro: 4% Grêmio: 4% Internacional: 3% Santos: 3% Atlético-MG: 2% seleção brasileira: 2% Botafogo: 1% Bahia: 1% Fluminense: 1% Sport: 1% Santa Cruz: 1% Fortaleza: 1% Vitória: 1% Ceará: 1% Não torce pra nenhum time: 22% dos brasileiros Obs: A lista contém apenas times que atingiram o mínimo de 1% dos entrevistados. Fonte: Folha de São Paulo Maiores torcidas do mundo E quais as maiores torcidas de futebol do mundo? Esse ranking é mais complicado. A Kantar, uma respeitada empresa britânica de consultoria, divulgou um estudo que aponta o Manchester United como o clube de maior torcida do mundo. Nada menos que 659 milhões de torcedores, sendo 90 milhões na Europa, 71 milhões nas Américas, 173 milhões na África e Oriente Média e 325 milhões na Ásia. Convenhamos que é um tanto quanto exagerado. Muitos podem ser “fãs” do Manchester, daí a “torcer” por ele é uma distância grande.	clueweb22-pt0001-44-20934_5	Perfect	3
4167	Qual a maior torcida de futebol do Brasil?	"Todas as pesquisas de torcidas já realizadas com até 1% de margem de erro indicam serem 5 clubes do eixo Rio de Janeiro-São Paulo (Flamengo, Vasco da Gama, Corinthians, Palmeiras e São Paulo) os cinco clubes de maior torcida do Brasil, e indicam os 8 ""grandes"" clubes deste eixo (os cinco supracitados mais Santos, Fluminense e Botafogo) entre os 12 clubes de maior torcida do Brasil, ou seja, os estados do Rio de Janeiro e São Paulo representando juntos cerca de dois terços dos 13 clubes de maior torcida do Brasil, sendo os únicos 2 estados que possuem 4 clubes cada um entre os maiores do Brasil."	clueweb22-pt0000-49-06161_23	Highly Relevant	2
